id,text
231,"This listing is for all vintages (Gueuze, Oude Gueuze, etc.)."
232,"A big, malty, amber ale brewed in the tradition of the Scottish highlands with a touch of smoked malt. Full-bodied & smooth."
233,This is the result of blending different lambics of different ages. The second fermentation takes place inside the bottles and therefore they are stored for minimum six months in constant temperature kept cellars.
234,"Les Bons Voeux means best wishes, which is what Brasserie Dupont sends with this very special saison ale brewed for the holidays. Redolently aromatic, rich and velvety. "
235,"Brewed at one of Europe's last farmhouse breweries, Saison Dupont is a 4-star, world classic example of the Belgian Saison style. Blond in color with a big rocky head, Saison Dupont is dry and refreshing. Great with all grilled foods."
236,"- Lone Star Beer uses the finest hops from the Pacific Northwest with hearty grains from the Central and Northern Plains. Malted barley and corn extract combine to provide Lone Star with nature's finest ingredients for brewing. Lone Star's ingredients give this beer its full natural flavor. The choicest hops lend complexity and aroma to this beer, and its proprietary mashing regimen creates the perfect balance of alcohol, body, and character."
237,"Rainier beer brings together nature’s bounty from the great Northwest. Pure spring waters combine with golden barley and verdant hops to produce a beer rich in taste and texture. Fermented slowly with a pedigree yeast culture under tightly controlled conditions, Rainier comes forth with a satisfying malty flavor over a slightly fruity background, spiced with Chinook, Mt. Hood, and Willamette hop notes."
238,"Since 2001, contract-brewed for Pabst Brewing (San Antonio), as Pabst no longer owns a brewery of its own. Special Export is brewed to be crisp and smooth with a true European taste profile."
239,"Originally called Golden Leaf Lager in the 1890’s, Old Style first appeared in local stores in 1902 and quickly became one of the region’s most widely enjoyed beers. It’s heritage and popularity are proudly displayed throughout Wisconsin and Illinois — one can’t go far without seeing a historically protected Old Style sign hanging on the side of a barn or in a tavern window."
240,"- Lone Star Light mimics its full-bodied counterpart with an award winning premium light taste. This beer retains the complimentary ratio of barley, cereal grains, and hops of its parent brand, but offers this taste profile at a reduced alcohol by volume percentage. For maximum flavor and zest, this beer retains the level of hopping and carbonation found in the full-calorie version. Heck, we like our light beers big and bold, just like the state of Texas."
241,"Belgian top-fermented reddish-brown ale, a blend of 8 and 18 months old beers following the careful maturation in oak casks."
242,"The flagship of the O’Hara’s brand, this uniquely Irish stout brings one back to how Irish stouts used to taste. First brewed in 1999, it has since been awarded prestigious honours for its quality and authenticity."
243,"Our flagship bright golden ale that is balanced with Munich malt and Goldings hops, also a touch of Hallertau hops for aroma."
244,Silver Medal Winner 1997 World Beer Championships - Oatmeal Stouts.
245,Silver Medal Winner 1997 World Beer Championships - India Pale Ales. 
246,"Brewed in the style of an English Olde Ale, this ale balances the sweet heady aroma of spruce tips with the clean crisp finish of noble hops. Its malty richness is complemented by the warming sensation of alcohol."
247,"The dark, robust body and pronounced smoky flavor of this limited edition beer make it an adventuresome taste experience. Alaskan Smoked Porter is produced in limited ""vintages"" each year on November 1 and unlike most beers, may be aged in the bottle much like fine wine."
248,Previously Prohibition Pale Ale.
249,"This beer is a celebration of malt. The aroma leads off with an appealing fruitiness, produced by our house yeast, which gives way to a rich caramel aroma which, in turn, is followed by the herbal character of our finishing hops. Predominately malty – from the initial nutty flavor through the rich caramel sweetness – it has a light finish that leaves your palate clean and ready for more."
250,"You'd better believe it. We use seven different malts to create an incredible sensation of aroma and flavor. The special roasted barleys we use give this brew its smokey espresso scent. And the first sip reveals a rich sweet character which ends in a coffee/cocoa finish. Our special, natural carbonation process creates the dense head, tiny bubbles, and creamy character of this dark beauty. Perfect to sit with and contemplate. After a large pie, don't say Decaf Espresso, say Damn Good Stout."
251,"The rich mahogany hue of the Nut Brown is the first thing you will notice. You’ll find subtle hints of both chocolate & coffee. We delicately blend chocolate & caramel malts with four others to make this flavorful, easy drinking beer. The malt character will appeal to those looking for a moderate dark ale, but the smoothness is what will surprise all."
252,Our smooth wheat beer is light in color and body…perfect for those looking for a lighter taste. The combination of wheat and barley gives Apricot Wheat a different malt character than our other ales. The hint of apricot gives this beer a pleasant nose and fruity finish.
253,"Brewed in the classic Märzen style with Northern Brewer hops from Germany. Rich, toffee malt flavors up front with a clean hop finish as crisp as the autumn air. Unfortunately, like the fall colors, this seasonal beer is gone before you know it."
254,"What can we say about the Blonde on Blonde? Is it the upright way she holds that tray that makes us love her? Or is it the humongous hops sitting on top that gets our bubbles bursting? This PALE ALE was our 2nd beer made available for statewide distribution, and has been a growing hit among Connecticut consumers since 2010. In November of 2012, Blonde on Blonde won 1st place in the Pale Ale catrgory at the Great International Beer Festival in Providence, R.I. It is brewed with German hops for bitterness, Zythos and Cascade hops for aroma. Come try out this award-winning beer fresh on tap, or find it where you can locate it in the region by clicking here. Served short or tall. Oh Mama!"
255,Don’t be afraid of things that go hop in the night! Rich roasted malt flavors haunt the shadows of our Imperial Red Ale’s bitter teeth.
256,"One of Warren's favorite pastimes back in the 30's was a trip to the city dump to shoot rats–so much that it was a common date for him and his wife-to-be, Casey. The manager of the city dump was John Schmaltz–hence the nickname ""Schmaltz"" Marti. We hope you enjoy our Schmaltz's Alt, a creamy smooth dark alt brewed even better than before."
257,(Green Cap)
258,"The menu at the abbey's cafe (Auberge de Poteaupré) lists this beer as ""Speciale De Poteaupré."""
259,"Wellington’s most decorated beer is a dark traditional ale with a rich bouquet, matured slowly to deliver exceptional smoothness and balance."
260,"You won't find an English-style brown ale quite like Muskoka Dark. Its bold colour, yet remarkably easy-going taste gives it a personality as unique as the region it's from. Subtle undertones characteristic of its Dark Munich malt ease into hints of chocolate and caramel, making this gold-medal winning ale as inviting as it is distinct. Thirsty yet?"
261,"Labatt Blue Light was introduced in 1983 as a lower-alcohol, lower-calorie version of Canada’s most popular brand. Blue Light uses specially selected North American aromatic hops and the same strain of lager yeast as the one used to produce Labatt Blue. The result is a crisp, clean and delicately balanced beer, with a slight sweetness and citrus-like hop character."
262,Export version
263,"Note: New recipe from 2008, gravity went down from 16° to 12°, alcohol from 7.3% to 5%"
264,"Brewed in the style of a mid-19th century English Festival Ale, this unfiltered wheat beer displays a translucent orange color topped with a creamy, white head. Wheat enhances the mouthfeel of the beer and produces pleasant bread-like notes while Michigan honey provides a caramelized sweetness in the flavor profile. This beer is spiced with orange peel and coriander and small amounts of three hop varieties pleasantly counterbalances the sweetness."
265,"John and Hugh Labatt, grandsons of founder John K. Labatt, launched Labatt 50 in 1950 to commemorate 50 years of partnership. The first light-tasting ale introduced in Canada, Labatt 50 was Canada's best-selling beer until 1979 when, with the increasing popularity of lagers, it was surpassed by Labatt Blue. Labatt 50 is fermented using a special ale yeast, in use at Labatt since 1933. Specially-selected North American hops and a good balance of dryness, complemented by a fruity taste, provide Labatt 50 with all the distinguishing features of a true ale."
266,"The gnomes of Fairyland are particularly fond of this golden beer. LA CHOUFFE, with its slight hoppy taste, combining notes of fresh coriander and fruity tones, is the drink which gives them their zest for life. At least, that's what these imps say when they are thirsty. Their secret used to be jealously guarded from one generation to the next until the day they shared the recipe with humans to seal their friendship. Of all the legends from the wonderful region of the Belgian Ardennes, the tale of LA CHOUFFE is the one which most merits re-telling."
267,"With over 100 years of brewing tradition behind it, Molson Export continues to grow in lore. Its history, however, could never be as rich without the original, high-quality ingredients that have come to distinguish it from other brands."
268,"Labatt Bleue Dry, the second addition to the Bleue family, is brewed with the same care and attention to detail as Labatt Bleue. Labatt Bleue Dry is mashed longer than regular beers to leave less carbohydrate (sugar) in the finished beer, giving a clean, crisp finish. Using select aromatic hops and a blend of the finest quality North American barley malts, this lager is clean-flavoured with no aftertaste."
269,"John Labatt Classic was introduced in 1983 as Canada’s only national domestic “premium beer”. It is Krausen-brewed (slow, low temperature with a secondary fermentation process) and has a longer cold-aging process. Classic uses all-malt and a unique blend of western-grown North American hops, providing a smooth, full flavour product with a true malt taste that is slightly sweet."
270,"Labatt Extra Dry was the first national launch of a dry beer in Canada. Labatt Extra Dry is mashed longer than regular beers to leave less carbohydrate in the finished product, giving a lighter flavour with little aftertaste."
271,"Originally introduced in 1992, Genuine Lager has evolved into a truly definitive Canadian Lager. Balancing a blend of quality aromatic and bittering hops with its medium body, Genuine Lager is a smooth, refreshing and easy-drinking beer with a subtle hop aroma and a hint of malty sweetness."
272,"Wildcat is a popular priced, quality lager introduced in 1993. Conventional brewing processes are used to produce a quality, mainstream lager using corn adjunct to deliver a light, dry flavour."
273,Savor the Mystery of the ages
274,"Like a fine port, Old Stock Ale is intended to be laid down. With an original gravity of over 1.100 and a generous hopping rate, Old Stock Ale is well-designed to round out and mellow with age. It’s brewed with classic Maris Otter malt and Fuggles and East Kent Goldings hops, all imported from England."
275,"The perfect composition of the best hops and selected fine malts bring the classic bitter character of Einbecker Brewery Premium Pils to mature perfection. The classic from Einbeck is a pure delight, either freshly tapped in a glass or in its exclusive bottle."
276,"At the first sip it is smooth and full-bodied, at the second sip the true rich, strong roasted malt aroma of Einbecker Ur-Bock unfolds. The dark barley-malt brewed refreshment from the Einbecker original recipe."
277,ABV varies 5.0-5.2% ABV
278,"McGovern's Oatmeal Stout is a very dark, full-bodied stout with a smooth, moderate bitterness and roasted malt character. Integral parts of this stout include its subtle chocolate and caramel flavors. Hops also provide a subtle aroma and flavor without overpowering McGovern's overall balance. The milky, caramel colored head has small, tight, foamy bubbles that slowly cascade into the dark. aromatic liquid thanks to its oatmeal heritage."
279,"This doppel is started with a base of Pilsen malt. It is colored and flavored by caravienne, caramunich and special-B malts. A large portion of Munich malt is used for its distinctly German flavor and aroma, as well as a little aromatic malt. Finally, there is some carapils to add to the full body. It is also flavored with moderate amounts of Yakima Perle and German Hallertau hops to balance the malty sweetness. Though the IBU level is pretty high, this is not a hoppy beer. It's just that it takes a lot of hops to balance out such a malty beer. (O.G. 20.5P/1082. Hops - 46 IBUs)"
280,"Bronze Medal Winner, 1997 World Beer Championships - Barleywines."
281,"Deep mahogany in color, our full-bodied winter warmer is brewed in the spirit of British winter ales. Crafted with a flurry of roasted chocolate and caramel malts, and generously hopped, it delivers a smooth finish that makes this beer the perfect cold weather companion."
282,From Bell's website:
283,"""Scotch Porter"""
284,"Dark, porter-type beer was brewed in Żywiec as early as 1881. It owes its intense color and clear flavor to four types of malt."
285,Fresh Hop Ale; no spices.
286,"An authentic Mexican cerveza brewed in the style of Pilsner Lagers with a nuanced blend of malts, spices and earth tones. Ingredients: Water, Malted barley, Corn starch / syrup, Hops, Ascorbic Acid."
287,IBU - 14
288,"Our award-winning Abbey stays true to tradition with an authentic Belgian yeast, six malts and a guarded recipe."
289,"A surprisingly bright taste and a dry, chocolaty finish -- one evocotive of dark brews enjoyed in Belgian taverns 500 years ago. Not a porter, not a stout -- it's 1554."
290,Flemish Sour Brown Ale fermented in stainless then transferred to barrels for 1-4 years of aging then blended to taste.
291,"A smooth, toasty brown ale, Best Brown is a mainstay in our fall lineup. With hints of caramel and cocoa, the malt body has the depth to stand up to cool weather, but does not come across as heavy. This balancing act is aided by the generous use of American hops."
292,"Dry-hopped with Columbus hops in our open fermenters, our IPA boasts a bright floral aroma and flavor reminiscent of pine and lemon peel. The pronounced hop bitterness is balanced by a medium-bodied caramel and biscuity malt character with a nutty finish. It showcases many subtle earthy bitter notes, rather than the resinous citrus-rind bite often featured in many American-style IPA's."
293,"A superb porter, hearty & dark. This one is a staff favorite, made with pale, crystal, Munich, chocolate, and black malts. The darker malts give Coal its color and rich flavor. We use Target and Willamette hops to yield a very subtle hop flavor in this porter. "
294,"umpkinhead is a crisp, refreshing wheat ale with delightful aromatics and subtle spice flavor. To celebrate the fall season, we enhance the pumpkin flavor with a proprietary blend of spices including cinnamon and nutmeg."
295,"Aventinus has been known to be the most intense and complex Wheat-Doppelbock in the world. This was the case in the past, but not anymore... Recently, Hans Peter Drexler, Brewmaster at G. Schneider & Sohn, heard some stories about some extra special Aventinus resulting from some partial freezing during a cold winter transport in the 1930's. He decided to recreate this classic ""mistake"" to further concentrate Aventinus in a modern, controlled facility. Thus, the Aventinus Eisbock was reborn. Prost!"
296,"This was the second beer The Newport Storm Brewery released. We wanted to begin a holiday tradition with different brews every year and no particular style ever chosen for them. Brent said, “make it big, make it strong, and make it special”, and so began the yearly event everyone in the brewery gets a say in! This first annual brew used Floor Malted Marris Otter Pale and Chocolate malts. The brew is malty sweet and it is still aging fantastically!"
297,Also known as Franziskaner Weissbier and Franziskaner Hefe-Weisse Hell.
298,Formerly Newport Storm Blizzard Porter
299,"A tribute to the highly drinkable ""every day"" beers from French-speaking Belgium. Contains Belgian two-row pale malt and 7% wheat. This beer is lightly filtered with an earthy, spicy hop character from imported Styrian Goldings hops and a beautiful rich creamy head from the wheat."
300,This beer is dark because the barley is roasted longer– a flavorful lager that everyone will enjoy.
301,"Heavy Handed IPA is brewed to celebrate the harvesting of the hops every year. Within moments of harvest we add freshly picked ""Wet Hops"" to this IPA. Since the hops have not been dried before use, they add a wonderful character found in no other beer. A hop lovers dream. (Available September through December) Each batch is ""single hopped"" with a different hop variety."
302,OG: 1.052
303,OG - 1.056
304,"A thick, dark, black beer with rich maltiness, roasted and chocolated malt flavors and high hop bitterness. The strongest of stouth, this robust beer will age with grace, transforming through complex flavor variations. Unfiltered."
305,"Our Coffee Stout is a classic combination of a traditional stout and premium French roast coffee from St. Louis roaster, Kaldi’s Coffee. Roasted barley and coffee dominate the aroma, with the sweetness from the stout balancing the acidity of the coffee. We use a unique cold toddy extraction process to brew a less acidic coffee for the beer."
306,"Carlsberg Elephant is a so-called ’Bock Bier’, brewed for the first time in 1959. The ample use of malt gives Carlsberg Elephant a vinous and rich character with apple, melon, banana, and caramel flavours balanced with a dry bitterness and hints of oak, bark, nuts and pine needles. The colours is pale gold with white foam."
307,"""An amber colored Munich style, bottom fermented, unfiltered, and unpasteurized."""
308,Unfiltered Pilsner style.
309,"Java Stout uses a custom blend of coffee beans, roasted locally for us by Water Street Coffee Joint, to generate its intense flavor. Possessing an unmistakable aromatic punch, Java Stout has long been one of our most popular stouts."
310,Beer Style: Belgian Style Quadrupel Ale
311,"A Northwest interpretation of a classic English style, golden copper in color and loaded with New World hop flavor and aroma. Extremely drinkable."
312,"FireBrick was introduced in 1999, and is named after the bricks that line Schell's old boilers. It is the culmination of an effort to bridge the gap between the ""popular-tasting"" beers and the heartier, hand-crafted ones."
313,"Crafted using three different malted barleys, Pacific Northwest hops and the finest Brewer's Caramel, Rickard's Red is exceptionally flavorful with a smooth finish. Enjoy Canada's favorite red beer with its proud pub heritage served cold in a pint glass."
314,Silver Medal Great International Beer Competition (2012)
315,Also labelled as Erdinger Hefe-Weizen Dunkel
316,Formerly Primator Premium Lager
317,"This medium bodied Brown Ale fills your mouth with a fusion of toasty malt and sweet caramel up front finishing with a nutty flavour, medium creamy carbonation and mild hop bitterness."
318,"Light on the palate, yet packed with flavour and European hop aroma, with fruity or citrusy notes."
319,Malty with a hint of toffee balanced with very evident hop and followed by a clean finish.
320,"Sweet and hoppy, caramel and dark fruity plum notes."
321,Black malt aroma and flavour with notes of coffee and chocolate and ample hop.
322,Colour: Golden
323,Formerly Alley Kat Amber
324,"Aprikat, is an apricot flavored beer with a filtered wheat ale base -a North American twist on the traditional German style wheat ales Alley Kat’s style of wheat ale is brewed with 50% wheat, but fermented with our regular ale yeast. The result is a light, crisp ale with the fresh aroma and flavour of apricots substituted for the bananna and clove accents of a German wheat beer."
325,Full Moon is a West Coast style pale ale that is both kettle hopped and dry hopped with Centennial and Cascades.The hops provide this ale with a nice citrus-like taste to balance out the caramel malts.
326,"This strongly hopped, crisp ale, is the clear choice for the hop enthusiast."
327,"Winter Solstice® is our take on the classic style of “winter warmer.” Boasting a deep amber hue and rich mouthfeel, its creamy finish will lift your spirits. Hints of toffee, spice, and caramel tease the senses making this the perfect ale to share with friends and family during the cold days and long nights of winter."
328,"Snowstorm changes each year. In 2001, this was a cherry vanilla porter."
329,"Brewed to the taste of the nation, Stegmaier Gold Medal is the embodiment of a typical American lager. This light-bodied beer originally obtained its name from winning 8 gold medals at various European expositions in 1913. We have continued using these same time honored techniques that give the beer its winning taste. We use the finest American grown malt, and artfully blend it with Galena and Mt. Hood hops. Ring a Ding Ding! It’s COLD and GOLD from the Poconos!"
330,"A refreshing beer that is brewed with lager yeast at higher a higher than usual temperature to give it a creamy ale like taste with a malty aroma. Lieb utilizes two varieties of pale malt and three varieties of hops, including imported Czech Saaz and American grown Mt. Hood and Galena hops. Delivers a pale straw color and a light. Crisp body with a smooth, creamy mouth feel. Its full flavor is balanced by spicy, fruity characteristics from the hop finish. "
331,"Esquire Magazine calls our 90 Minute IPA ""perhaps the best IPA in America."" An imperial IPA best savored from a snifter, 90 Minute has a great malt backbone that stands up to the extreme hopping rate."
332,"Our Original Beer 1st Keg - Nov. 17, 1989"
333,"AKA ""McGillin's Genuine Lager"""
334,"Little has changed since Thomas Cooper brewed his first batch of Sparkling Ale in 1862. It's still naturally conditioned in the bottle with our unique strain of Coopers yeast. To enjoy the complete Sparkling experience, roll the bottle to mix in the yeast sediment before pouring. No additives. No preservatives."
335,"Our 'Pale' is naturally conditioned in the bottle or keg. This traditional Coopers brewing method produces the trademark sediment that gives our ales a distinctive, fine cloudy appearance."
336,Malts: Roasted Caramel Malts
337,"Tiger was born on the hot streets of Singapore – the tropical island city state – a busy trading destination and melting pot of Asian, Indian, and British influences and culture. The ‘tropical lagering’ process brews a bravely creative and unpretentious lager. The result is the intensely refreshing, full-bodied taste of one of the world’s fastest growing premium beers."
338,Available: October to December
339,"Petrus Aged Pale is a 100% beer from our foeders. Michael Jackson, the beer hunter, chose the name in the late 1990s – and he was the first to sell this beer in his beer clubs. Today, it is still the reference for sour beers in the US. Petrus Aged Pale has won multiple gold medals in beer competitions worldwide. Moreover, ever since the start of the brewery, the beer has been used as a blending-beer with other beers to give them fresh, slightly sour flavors and aromas."
340,"Thomas Hooker American Pale Ale is an extremely vivid, medium-bodied brew. Hooker Pale Ale stresses the crisp bitterness, lingering resin flavor, and aroma of American hops which are characteristic of the most distinctive West Coast Ales. The caramel sweetness of the malt balances the chock-full-of-hops flavor to yield a complex but quite refreshing brew."
341,"Hurricane Malt Liquor is full-bodied and robust and offers a smooth, slightly fruity and slightly sweet taste."
342,Imperial Stout is patterned after the highly fortified Russian Stouts that were exported from the U.K. to Russia in the 1800s.
343,"We believe that world-class results require focus and dedication, so we developed a distinctive recipe for our single brand based on Europe's renowned brewing standards yet is brewed fresh locally at our independent, Canadian Brewery."
344,"This ale defines the style. A slight aroma of blueberry, balanced by a subtle flavor that gets fermented into this delicious wheat ale."
345,Bottle Notes: 
346,"This ever-evolving offering is said to be spiced with honey, caramel, black pepper, coriander and (per usual with Fantôme) a number of other special secret ingredients. A rich, dark-flavored beer with lots of deep-roasted chocolate malt, but still fairly dry, with a hint of sourness at the core. It is very spicy, with some winter spruce flavor in the bargain. The wild yeast sourness also adds to its welcoming character."
347,The hop flavor and aroma of the truly American Cascade hop distinguishes this beer.
348,"Our classic Pale Ale, with Michigan grown, cascade hops. Bright hoppiness and pleasant aromatics framed with balancing sweetness of pale malts."
349,"Père Noël is a Christmas ale, though very different from any other Christmas ales you might know. While most Christmas ales are rich & sweet, this one is amber-coloured, 7% vol. Alc. strong and tastes quite bitter. The complex taste is completed with the addition of liquorice. In the recipe we can also find pale malt, Munich malt, Caramel malt, Brewers Gold hops and Hallertau hops."
350,"A portion of our Oatmeal Stout is aged in Woodford Reserve Bourbon barrels. Six weeks of conditioning lend it a bourbon overtone with mellow vanilla flavors from the American White Oak barrels. Served cool, not cold, via a traditional English beer engine. Intense and bold! Try it with dessert."
351,ABV varies a bit year to year.
352,Also known as Bush De Noël
353,OG 14.6° Plato
354,"The first I.P.A. available throughout Rhode Island since Ballantine I.P.A. The most bitter of the Pale Ale family, India Pale Ales malty flavor is accented by fruity aromas, a dry bitter finish and bright copper color. Unfiltered."
355,"Following on the coat-tails of the vastly popular ‘00’, we embarked on an even bigger quest with the ’01. We made it darker with crystal malt. We made it toastier with even more munich malt, and we ravaged a few local specialty food stores and bought real Tahitian Vanilla Beans that we added to the brew! Like its predecessor, this brew was aged for almost a year before being released, giving it natural carbonation, and begging to be laid down for at least three years!"
356,"A traditional dry Irish stout, carbonated with nitrogen (it pours very much like a Guinness). Dry roasted flavors are prominent, with hints of chocolate and coffee on the finish."
357,Formerly In-Heat Wheat
358,"Bock beers gained notoriety in Munich back in 1612. All the Bavarian nobles were drinking fashionable northern ales known as Einbeck Bier. So Duke Maximillian I of Munich hired his own northern brewmaster, who created a lager similar in character but superior in taste. It won back the local aristocrats. Inspired by his entrepreneurial spirit we started brewing our own urBock – rich, ruby-hued beer with subtle, dark roasted flavours. It’s an aristocratic beer but rest assured, you needn’t be a Duke to enjoy it."
359,"This savory Scotch Ale has smoked and special malts. Our oldest, strongest, & most complex seasonal ale."
360,"""Brewed in late spring and aged in our refrigerator until mid Fall, this barley wine style ale brings a whopping 10.3% ABV to the task. Deep brown and sweet with spices, Old Man Winter Warmer does what its name promises for your nose and your belly. O.G. 1.101."""
361,"Two words describe winter in our neck of the woods... cold, dark, and snowy. Just the way we like it! At 7.2% ABV, Powder Hound Winter Ale gives just the right amount of warmth, balanced by its rich taste and generous dose of Hallertau, Palisade, and Amarillo hops. After a cold day of getting it done or just relaxing, the avalanche of flavor will have you saying these four words - ""I'll have another Powder Hound""!"
362,IBU 51.1
363,"A light fruit ale, made with Maine wild blueberries. As opposed to many of the sweeter fruit beers on the market, our addition of fresh Maine wild blueberries in this light ale yields a subtle blueberry aroma, without the sweet aftertaste. A mixture of the following Mutton malts, pale, crystal, and Munich, are combined with wheat to give this ale its lighter body, and we only use minimal amounts of Target and Willamette hops."
364,"This full-bodied, blond dopple bock has a rich, assertive maltiness with a slight, but unique sweetness balanced by a moderate hop bitterness and a citrusy hop aroma."
365,"When the little animals in Fairyland hibernate, the Achouffe gnomes love to gather in their cottage. By the gentle firelight, they spend long evenings telling the best Ardennes stories while enjoying a delicious N’Ice CHOUFFE. Smooth and strong, with spicy notes of thyme and Curacao, this dark beer warms both hearts and atmospheres, making even the coldest winters joyful."
366,"Munich and various roasted malts give it a very malty, rich flavor with a hint of burnt flavor. 100% imported Hallertau hops, moderate bitterness and aroma."
367,"Miller Genuine Draft delivers a fresh from the tap taste through its proprietary ""cold-filtered four times"" brewing process. Introduced nationally in 1986, Miller Genuine Draft was born as the original cold-filtered packaged draft beer. Today, Miller Genuine Draft is reinforcing its status as the best draft beer in a bottle."
368,"Happens Every year; people shootin' cows. That's how the Slow Elk got it's name. Enjoy the creamy texture, great malt complexity and the unequaled smoothness of this Northern Rockies Oatmeal Stout. Stock your fridge the easy way and keep an ear open for the unmistakable bugle of the slow elk.... MOOOO!"
369,"Undoubtedly the best selling among our mild beers, Lion Lager has a 4.8% alcohol volume and is credited as a great thirst quencher. Golden roasted malt in colour with a hint of fruit and caramel flavouring, it is very slightly sweet with less hop notes. The attractive labeling is in sophisticated black and gold, showcasing our strong but watchful golden lion as the king of the savannah, symbolising visionary leadership and power."
370,"It's chocolate brown in color with a creamy texture. A malty beer with just enough hop presence to keep it from being too sweet. The aroma mostly comes from the malt with a hint of spice added by the hops. Moose Drool is brewed with pale, caramel, chocolate, and whole black malts; and Kent Goldings, Liberty, and Willamette hops."
371,"That's what makes our Avalanche amber ale such a treat. We blend pale and caramel malts — and just a kiss of bittering hops — to create a refreshing-but-flavorful, anytime beer. Aromas of pale grains, a semi-sweet middle and a clean-as-Colorado snow finish make this our best-selling beer."
372,"Erie Brewing Company flagship beer features a deep malt flavor, caramel sweetness lingering in a soft hop flavor. Dark Amber."
373,A traditional barley wine. The biscuit malt and vinous fruit palate is balanced by a strong hop bitterness. It is warming and reflects the spirit of Christmas. Recipient of Finland’s Olutseura Olviretki award for ‘excellently’ fulfilling “The Christmas Beer Regulation” described in Aleksis Kivi’s novel ‘Seven Brothers’.
374,"Our flagship and most popular brew, Toasted Lager is the best American amber Lager you’ll ever taste."
375,"It's a bold, smooth-bodied concoction that oozes dark-roasted coffee aromas and flavors of espresso and semi-sweet chocolate. We round out these heady pleasures with a dose of flaked oatmeal for a creamy body and a semi-dry finish. Unforgettable."
376,"Is there any time of year that Germans don't celebrate with beer? A Bavarian lager brewed with a small amount of beechwood-smoked barley (we smoke the malt ourselves), Oktoberfest Lager has a distinctive fall flavour that welcomes this sensational season. Belonging to the ""marzen"" or ""rauchbier"" style of beer, these brews were originally crafted in springtime and stored, or ""lagered"", until autumn for optimum enjoyment. Prosit!"
377,"Our Scotch Ale is a bold amber beer that balances smooth rich sweetness with a hint of peat smoked malt. The infusion of this subtle smokiness invites images of heather fields, platters of haggis, & the poetry of William McGonagall. Enjoy one with your mates!"
378,Formerly River Ale
379,"Single Chair celebrates the uniqueness of the Mad River Glen Cooperative Ski Area in Vermont. Medium bodied and ideally balanced for all tastes, Single Chair's tempting light golden color, heady aroma and smooth liquid go down effortlessly and often!"
380,Predecessor to Kate the Great.
381,"It takes a brave beer to stand up to a Maine winter. Gritty McDuff 's Scottish Ale is returns every January to help you weather the season. Scottish Style Ale is our interpretation of the robust brews native to Scotland. Generous quantities of Pale malt along with Munich and Caramalts give this ale a deep and complex profile. Scottish Style Ale is just a shade darker than our Bitter, with a rich, slightly sweet first impression on the palate that rounds out to a satisfying maltiness and a medium-dry hop finish. At 6.3% ABV it's hearty but not overwhelming. Sure to please the Braveheart in all of us."
382,4.4% ABV in bottles and 3.8% in cask.
383,"Brewed with a ridiculous amount of barley, World Wide Stout is dark, rich, roasty and complex. This ageable ale clocks in at 15-20% ABV and has a depth more in line with a fine port than with a can of cheap, mass-marketed beer."
384,Formerly called Faxe Premium Danish Lager
385,"Double Cream Stout derives its name from its smooth, creamy texture, not the ingredients. Completely dairy-free, this stout blends ten different specialty malts to yield a remarkable depth of flavor. With only a touch of burnt notes, Double Cream Stout focuses on the softer, cocoa & espresso-like aspects of roasted malt."
386,"If you say A, you have to say U as well. Unspoiled, unfiltered and outrageously good. Stop a U, as we say. After all, you do not have time to order forever. And what comes to the table when you order ""a U""? A very special, yeasty beers specialty with full-bodied-soft-malty character. Pleasantly tart and low in carbon dioxide, it is a beer that is just as good for a snack as it is for a relaxing end to work. Has there a ""cult beer"" said? Well, we should be right. Oh yes, ""a"" U, of course you can say. But experience shows that it rarely stays with one. "
387,"Our first brew back in the early 90’s, the original pale ale with perfectly balanced hops & malts creating super drinkability."
388,We brew our Michelob Honey Lager with European aromatic hops and toasted caramel barley malt for a balanced taste.
389,Every sip leaves you wanting more – our ERDINGER Weissbier with fine yeast is the crowning glory of traditional Bavarian brewing skills.
390,"'Fuggles' and 'Challenger' hops plus a blend of 4 local barley malts create an aromatic, robust, dark chocolate cream stout with a satisfying bittersweet aftertaste. Brewed with skill and patience in one of Britain's finest small breweries."
391,"The Calypso hop from the USA is added at three different stages of the brewing process to provide bitterness, aroma and flavour creating a golden coloured beer with snappy flavours of pear, apple and peach."
392,In the mid-1950’s Brains introduced SA Best Bitter. This was quickly shortened to the easier bar call of SA and has become one of our most famous beers recognised throughout the country and further a field. SA celebrated its 50th birthday last year which is a testament to its popularity and is currently displayed on the Welsh rugby shirt.
393,"Brains Bitter is one of the longest-standing mainstays of our beer range and, with 12 pints sold every minute, it is our biggest selling cask ale. Its easy drinking style has repeatedly proven popular with the cask ale customer as testified by the numerous awards won, most notably being the only Welsh winner in the Telegraph Best of British Beer Awards 2007."
394,"Once called Red Dragon the famous pint of Dark has always been synonymous with Brains particularly in Cardiff with the dock-workers of old, the male voice choirs and with rugby fans down in the Arms Park. Nowadays its popularity has expanded and is the biggest selling dark mild in Wales, continually winning awards both nationally and internationally."
395,"The Rev. James beer is one steeped in history. Acquired after the purchase of Crown Buckley, Rev. James is brewed to an original recipe dating back to 1885. The beer is named after one of the original owners of Buckley Brewery, the Rev, James Buckley, a business man with two conflicting roles – saving souls and satisfying thirsts."
396,"A celebration of Wales' connection to Arthurian legend. Welsh folklore on the Magician says; ""When Merlin's tree should tumble down then shall fall Carmarthen Town""."
